"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Remaining__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c"
"a1WWD000002iBLI2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template6","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42304333346098753","","","","0.0","0.0","0.0"
"a1WWD000002iH442AE","005al00000RVcKvAAL","false","a1WWD000002Vb0Z","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH2c2AE","","false","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42316373225256196","","","","0.0","0.0","0.0"
"a1WWD000002iGzR2AU","005al00000RVvFOAA1","false","Intake budget","2026-07-20T18:18:07.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","","","","","","","true","false","0.0","9.541","9.6764","90.3236","90.459","6002.0","634.0","6645.0","643.0","6011.0","42319798035310692","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH0s2AE","005al00000RVcKvAAL","false","LLC BI  Budget 006-fa9477","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","FP48314546","","Regulatory compliance monitoring and reporting setup","true","true","796.11","56.7439","121.939","-152.2523","43.2561","-930.14","346.66","610.92","744.95","264.26","42334391227945246","73.8002","110.8852","122.0716","450.86","677.42","745.76"
"a1WWD000002iBLK2A2","005al00000RVcKvAAL","false","New Budgets8","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42341965078005218","","","","0.0","0.0","0.0"
"a1WWD000002iBLL2A2","005al00000RVcKvAAL","false","New Budgets 019","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42365078452996694","","","","0.0","0.0","0.0"
"a1WWD000002iBLV2A2","005al00000RVcKvAAL","false","LLC BI  Budget 009-ce2be7","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","JP79468828","","Document collection and verification workflow settings","false","true","743.58","32.5685","27.61","-11.1987","67.4315","-99.62","289.72","889.57","245.61","599.85","42365424697629410","28.6149","59.0184","95.7766","254.55","525.01","852.0"
"a1WWD000002iAsQ2AU","005al00000RVvFOAA1","false","semi annual budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","136024.5723","1188.647","-1088.647","-135924.5723","-7000.0","874638.0","643.0","7643.0","-873995.0","42426512277583364","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH8s2AE","005al00000RVvFOAA1","false","Budgets-07","2026-07-20T18:18:14.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","005al00000RVvFOAA1","2026-07-20T18:18:38.000Z","","","","","","Updated","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42431947860788097","","","","0.0","0.0","0.0"
"a1WWD000002iH5p2AE","005al00000RVcKvAAL","false","a1WWD000002VhFk","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","a1WWD000002iH5f2AE","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42434396610872899","","","","0.0","0.0","0.0"
"a1WWD000002iH0r2AE","005al00000RVcKvAAL","false","LLC BI  Budget 005-854d6d","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","IF34860157","","Financial covenant monitoring and exception handling rules","true","true","773.41","160.9162","267.8258","-557.6101","-60.9162","-1106.41","319.29","198.42","531.42","-120.87","42438016406332788","191.5986","26.711","286.1657","380.17","53.0","567.81"
"a1WWD000002iH2i2AE","005al00000RVcKvAAL","false","a1WWD000002Vaz3","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42441297649653385","","","","0.0","0.0","0.0"
"a1WWD000002iH2h2AE","005al00000RVcKvAAL","false","a1WWD000002Vaz2","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","4244714908868016","","","","0.0","0.0","0.0"
"a1WWD000002iH5q2AE","005al00000RVcKvAAL","false","a1WWD000002VhFl","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","a1WWD000002iH5g2AE","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42458141159765271","","","","0.0","0.0","0.0"
"a1WWD000002iH0z2AE","005al00000RVcKvAAL","false","a1WWD000002VOhf","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","","a1WWD000002iBLP2A2","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42480348567430575","","","","0.0","0.0","0.0"
"a1WWD000002iH5k2AE","005al00000RVcKvAAL","false","a1WWD000002VhFf","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","a1WWD000002i7GF2AY","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42486210644941915","","","","0.0","0.0","0.0"
"a1WWD000002iH7L2AU","005al00000RVvFOAA1","false","commit 1","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42494417578743115","","","","0.0","0.0","0.0"
"a1WWD000002iH2Z2AU","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42494850104407022","","","","0.0","0.0","0.0"
"a1WWD000002iFGy2AM","005al00000RVvFOAA1","false","AA budget 3","2026-07-20T18:18:06.000Z","005al00000RVvFOAA1","2026-07-20T18:18:29.000Z","005al00000RVvFOAA1","2026-07-20T18:18:29.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42499909363725076","","","","0.0","0.0","0.0"
"a1WWD000002iAsP2AU","005al00000RVvFOAA1","false","overall budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","5.3028","100.2058","-0.2058","94.6972","-180.0","4638.0","87463.0","87643.0","82825.0","42507880177204313","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH7J2AU","005al00000RVvFOAA1","false","Budget-3","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42509552184016810","","","","0.0","0.0","0.0"
"a1WWD000002iH422AE","005al00000RVcKvAAL","false","a1WWD000002Vb0X","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH2a2AE","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42510562019889270","","","","0.0","0.0","0.0"
"a1WWD000002iFGx2AM","005al00000RVvFOAA1","false","AA budget 2","2026-07-20T18:18:06.000Z","005al00000RVvFOAA1","2026-07-20T18:18:29.000Z","005al00000RVvFOAA1","2026-07-20T18:18:29.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42513768554706735","","","","0.0","0.0","0.0"
"a1WWD000002iH2e2AE","005al00000RVcKvAAL","false","a1WWD000002Vayz","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42514287812110728","","","","0.0","0.0","0.0"
"a1WWD000002iGw62AE","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42516101622084174","","","","0.0","0.0","0.0"
"a1WWD000002iH2Q2AU","005al00000RVcKvAAL","false","a1WWD000002VOzT","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","UT16525915","","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42518019588928430","","","","0.0","0.0","0.0"
"a1WWD000002iBLG2A2","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template4","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42521218731927283","","","","0.0","0.0","0.0"
"a1WWD000002iGw72AE","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:19:36.000Z","005al00000RVvFOAA1","2026-07-20T18:19:36.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42522583177688671","","","","0.0","0.0","0.0"
"a1WWD000002iH4E2AU","005al00000RVcKvAAL","false","a1WWD000002VbAN","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42522777691188572","","","","0.0","0.0","0.0"
"a1WWD000002iAsH2AU","005al00000RVvFOAA1","false","Security budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","83.3748","47.7401","52.2599","16.6252","3989.0","6364.0","7633.0","3644.0","1269.0","42529092827833181","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH122AE","005al00000RVcKvAAL","false","a1WWD000002VOzN","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:20:49.000Z","005al00000RVvFOAA1","2026-07-20T18:20:49.000Z","","","","BN22010752","","","false","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42536974759837089","","","","0.0","0.0","0.0"
"a1WWD000002iH4D2AU","005al00000RVcKvAAL","false","a1WWD000002VbAM","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42541305121546706","","","","0.0","0.0","0.0"
"a1WWD000002iGw82AE","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42542914142876583","","","","0.0","0.0","0.0"
"a1WWD000002i7GF2AY","005al00000RVcKvAAL","false","a1WWD000002VhE3","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42543241534994780","","","","0.0","0.0","0.0"
"a1WWD000002iBLT2A2","005al00000RVcKvAAL","false","LLC BI  Budget 007-1ebe92","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","IY48509876","","Document collection and verification workflow settings","true","true","654.82","718.572","767.9879","-1234.6863","-618.572","-1426.68","830.31","115.55","887.41","-714.76","42550194338467800","646.2224","741.9039","518.1913","746.71","857.27","598.77"
"a1WWD000002iBLE2A2","005al00000RVcKvAAL","false","CLA Simple Budget 2 Template2","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42564744269480605","","","","0.0","0.0","0.0"
"a1WWD000002iH2a2AE","005al00000RVcKvAAL","false","a1WWD000002Vayv","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42566358459435729","","","","0.0","0.0","0.0"
"a1WWD000002iH5l2AE","005al00000RVcKvAAL","false","a1WWD000002VhFg","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","a1WWD000002i7GG2AY","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42570120052227501","","","","0.0","0.0","0.0"
"a1WWD000002iAsC2AU","005al00000RVvFOAA1","false","Programming Budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","Budget for programming tools and classes_Metzger","true","false","3000.0","80.0","50.0","20.0","20.0","2000.0","8000.0","10000.0","5000.0","2000.0","42580408335031508","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH5r2AE","005al00000RVcKvAAL","false","a1WWD000002VhFm","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","005al00000RVvFOAA1","2026-07-20T18:18:36.000Z","","","","","a1WWD000002iH5h2AE","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42585990832671986","","","","0.0","0.0","0.0"
"a1WWD000002iH2U2AU","005al00000RVcKvAAL","false","a1WWD000002VP0z","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","","a1WWD000002iH122AE","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42590069474470350","","","","0.0","0.0","0.0"
"a1WWD000002iGzQ2AU","005al00000RVvFOAA1","false","Hello","2026-07-20T18:18:07.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","","","","","","","false","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42591324258334766","","","","0.0","0.0","0.0"
"a1WWD000002iH5d2AE","005al00000RVcKvAAL","false","a1WWD000002VhE6","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42597610177439537","","","","0.0","0.0","0.0"
"a1WWD000002i7G22AI","005al00000RVcKvAAL","false","a1WWD000002VbDU","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH4F2AU","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42599788162910873","","","","0.0","0.0","0.0"
"a1WWD000002iAsS2AU","005al00000RVvFOAA1","false","test1","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42599791086129440","","","","0.0","0.0","0.0"
"a1WWD000002iH2R2AU","005al00000RVcKvAAL","false","a1WWD000002VOzU","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","UM26339705","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42612612983792274","","","","0.0","0.0","0.0"
"a1WWD000002iGw92AE","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42618541838166399","","","","0.0","0.0","0.0"
"a1WWD000002iH4F2AU","005al00000RVcKvAAL","false","a1WWD000002VbAO","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42626170171979298","","","","0.0","0.0","0.0"
"a1WWD000002i7G42AI","005al00000RVcKvAAL","false","a1WWD000002VbDW","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH4H2AU","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42627621288553838","","","","0.0","0.0","0.0"
"a1WWD000002iFGw2AM","005al00000RVvFOAA1","false","AA budget 1","2026-07-20T18:18:06.000Z","005al00000RVvFOAA1","2026-07-20T18:18:29.000Z","005al00000RVvFOAA1","2026-07-20T18:18:29.000Z","","","","","","","true","false","0.0","0.0","0.0","100.0","100.0","425.0","0.0","425.0","0.0","425.0","42630031178698104","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002i7G02AI","005al00000RVcKvAAL","false","a1WWD000002VbDS","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH4D2AU","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42635032873606414","","","","0.0","0.0","0.0"
"a1WWD000002iBLD2A2","005al00000RVcKvAAL","false","CLA Simple Budget 1 Template1","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42637028311628552","","","","0.0","0.0","0.0"
"a1WWD000002i7G62AI","005al00000RVcKvAAL","false","a1WWD000002VbDY","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002iH4J2AU","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","4264067324661231","","","","0.0","0.0","0.0"
"a1WWD000002iH4K2AU","005al00000RVcKvAAL","false","a1WWD000002VbAT","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","005al00000RVvFOAA1","2026-07-20T18:20:50.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42642216707047938","","","","0.0","0.0","0.0"
"a1WWD000002iBLU2A2","005al00000RVcKvAAL","false","LLC BI  Budget 008-7c33d0","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","005al00000RVvFOAA1","2026-07-20T18:18:32.000Z","","","","FF80625723","","Borrower financial statement analysis and spreading setup","false","true","570.62","129.2029","57.9272","-63.3808","-29.2029","-342.96","699.13","541.11","313.45","-158.02","42642459122356361","147.8054","160.1005","155.8833","799.79","866.32","843.5"
"a1WWD000002iH7F2AU","005al00000RVvFOAA1","false","test 101","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42642948778083510","","","","0.0","0.0","0.0"
"a1WWD000002gk3h2AA","005al00000RVcKvAAL","false","Exc F Source - from VC IT2","2026-07-16T14:26:13.000Z","005al00000RVcKvAAL","2026-07-21T07:21:20.000Z","005al00000RVvFOAA1","2026-07-21T07:21:20.000Z","","","","","","YMM","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42649749863455617","","","","0.0","0.0","0.0"
"a1WWD000002iH142AE","005al00000RVcKvAAL","false","a1WWD000002VOzP","2026-07-20T18:18:10.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","AH36249282","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42651386268656070","","","","0.0","0.0","0.0"
"a1WWD000002iGwA2AU","005al00000RVvFOAA1","false","CLA Simple Budget 2 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42658567736529257","","","","0.0","0.0","0.0"
"a1WWD000002iGwB2AU","005al00000RVvFOAA1","false","CLA Simple Budget 1 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42663125339013752","","","","0.0","0.0","0.0"
"a1WWD000002iAsL2AU","005al00000RVvFOAA1","false","TravelBudget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","50.0","0.0","100.0","50.0","10000.0","5000.0","10000.0","0.0","5000.0","42663723825006159","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iAsT2AU","005al00000RVcKvAAL","false","Exc F Source - from CINUIExcVCFetchExNameEB","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","005al00000RVvFOAA1","2026-07-20T18:18:31.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42663732544988562","","","","0.0","0.0","0.0"
"a1WWD000002iGzB2AU","005al00000RVvFOAA1","false","AA budget 4","2026-07-20T18:18:07.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","005al00000RVvFOAA1","2026-07-20T18:18:30.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42666151341517648","","","","0.0","0.0","0.0"
"a1WWD000002iH7R2AU","005al00000RVvFOAA1","false","RS budget 4","2026-07-20T18:18:13.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","005al00000RVvFOAA1","2026-07-20T18:18:37.000Z","","","","","","","true","false","0.0","9.4001","97.03","2.97","90.5999","200.0","633.0","6734.0","6534.0","6101.0","42666719393035490","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iGwC2AU","005al00000RVvFOAA1","false","CLA Complex Budget 1 Template","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","005al00000RVvFOAA1","2026-07-20T18:19:37.000Z","","","","","a1WWD000002iGwE2AU","","false","false","0.0","0.0","0.0","100.0","100.0","500000.0","0.0","500000.0","0.0","500000.0","42677360520917603","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002iH2Y2AU","005al00000RVcKvAAL","false","CLA Complex Budget 1 Template Update","2026-07-20T18:18:11.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","005al00000RVvFOAA1","2026-07-20T18:18:33.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42681961766011056","","","","0.0","0.0","0.0"
"a1WWD000002i7GD2AY","005al00000RVcKvAAL","false","a1WWD000002VhE1","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42686147787095565","","","","0.0","0.0","0.0"
"a1WWD000002iAsM2AU","005al00000RVvFOAA1","false","annual budget","2026-07-20T18:18:09.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","005al00000RVvFOAA1","2026-07-20T18:21:00.000Z","","","","","","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42690342141278924","","","","0.0","0.0","0.0"
"a1WWD000002iGwD2AU","005al00000RVvFOAA1","false","Test User Budget","2026-07-20T18:18:05.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","005al00000RVvFOAA1","2026-07-20T18:18:28.000Z","","","","","","","true","false","500.0","150.0","100.0","-50.0","-50.0","-500.0","1500.0","1000.0","1000.0","-500.0","42693514141402985","0.0","0.0","0.0","0.0","0.0","0.0"
"a1WWD000002i7G82AI","005al00000RVcKvAAL","false","a1WWD000002VbDa","2026-07-20T18:18:12.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","005al00000RVvFOAA1","2026-07-20T18:18:35.000Z","","","","","a1WWD000002i7Fy2AI","","true","false","0.0","","","","","0.0","0.0","0.0","0.0","0.0","42696608065123376","","","","0.0","0.0","0.0"
